,B,C,D,E,F,L,A,,Basal,index_all
"pmi,hprK,fmt,murC,group",0.119318182,0.119318182,0,0.090909091,0.245901639,0,0.041811506,0.6172586,0.929429429,0.605136003
"pmi,clpB,qoxA,rarA,group",0,0.119318182,0,0.177489177,0.18852459,0,0.132037805,0.617369754,0.926426426,0.639873721
"phoA,hprK,fmt,scpB,group",0.119318182,0.119318182,0,0.090909091,0.246448087,0,0.041685862,0.617679404,0.963963964,0.603174603
"pmi,hprK,priA,dnaI,group",0.119318182,0.119318182,0,0.090909091,0.246448087,0,0.041797546,0.617791088,0.930930931,0.605141513
"pmi,clpB,priA,metK,group",0,0.231060606,0,0.090909091,0.18852459,0,0.107313872,0.61780816,0.906906907,0.630259555
"pmi,clpB,trkA,odhB,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.131814438,0.617935898,0.926426426,0.639735982
"pmi,clpB,mntC,fmt,group",0.060606061,0.119318182,0,0.177489177,0.187978142,0,0.072552387,0.617943949,0.944444444,0.616656474
"pmi,clpB,recG,rarA,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.132037805,0.618159265,0.926426426,0.639824135
"phoA,clpB,rarA,thiM,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.102288115,0.618171481,0.935435435,0.626617742
"phoA,clpB,pitA,sua5,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.072273178,0.618211188,0.956456456,0.615119309
"phoA,clpB,qoxA,sua5,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.072273178,0.618211188,0.932432432,0.615031157
"pmi,hprK,fhuA_2~~~fhuA_1,sua5,group",0.119318182,0.119318182,0,0.090909091,0.216393443,0,0.072301099,0.618239996,0.959459459,0.617664722
"pmi,clpB,mfd,pdhD,group",0,0.176136364,0,0.090909091,0.273770492,0,0.077494381,0.618310327,0.954954955,0.619367173
"pmi,hprK,birA,alaS,group",0.119318182,0.119318182,0,0.090909091,0.246994536,0,0.041797546,0.618337536,0.929429429,0.605141513
"pmi,clpB,scpB,tgt,group",0.060606061,0.231060606,0,0.090909091,0.158469945,0,0.07748042,0.618526123,0.936936937,0.61866746
"pmi,clpB,nusA,birA,group",0.060606061,0.231060606,0,0.090909091,0.158469945,0,0.077536262,0.618581965,0.921921922,0.618458097
"phoA,clpB,obgE,cbiO_1,group",0.060606061,0.119318182,0,0.090909091,0.275409836,0,0.07234298,0.618586149,0.938438438,0.61584657
"pmi,clpB,birA,scrB,group",0.060606061,0.231060606,0,0.090909091,0.158469945,0,0.077606064,0.618651767,0.930930931,0.618518702
"phoA,clpB,cysS,dnaI,group",0.119318182,0.060606061,0,0.090909091,0.246448087,0,0.101576133,0.618857554,0.957957958,0.626507551
"pmi,hprK,pitA,rarA,group",0.060606061,0.060606061,0,0.177489177,0.218032787,0,0.102316036,0.619050122,0.957957958,0.628584651
"pmi,clpB,abcA,tgt,group",0,0.231060606,0,0.177489177,0.158469945,0,0.052072427,0.619092156,0.945945946,0.608408676
"pmi,hprK,mnhD_1,gatA,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.131088495,0.619103895,0.954954955,0.639581715
"pmi,clpB,mnhD_1,murD,group",0.060606061,0.119318182,0,0.090909091,0.187978142,0,0.16036353,0.619175005,0.944444444,0.651201358
"pmi,hprK,coaBC,cbiO_1,group",0.119318182,0.119318182,0,0.090909091,0.217486339,0,0.072370901,0.619402694,0.948948949,0.617664722
"pmi,hprK,coaBC,rarA,group",0.119318182,0.060606061,0,0.090909091,0.246448087,0,0.102316036,0.619597457,0.948948949,0.628920734
"phoA,hprK,fmt,birA,group",0.060606061,0.119318182,0,0.177489177,0.246448087,0,0.015789253,0.619650761,0.938438438,0.592579737
"pmi,clpB,cysS,drm,group",0.119318182,0.176136364,0,0,0.158469945,0,0.165849981,0.619774472,0.948948949,0.654011228
"phoA,hprK,scpB,cbiO_1,group",0.119318182,0.119318182,0,0.090909091,0.218032787,0,0.072245257,0.619823498,0.972972973,0.615527016
"phoA,hprK,birA,drm,group",0.119318182,0.119318182,0,0.090909091,0.218032787,0,0.072259217,0.619837459,0.953453453,0.615460901
"phoA,clpB,gmk,sua5,group",0.119318182,0.119318182,0,0.090909091,0.218032787,0,0.072273178,0.619851419,0.932432432,0.615389277
"pmi,hprK,aroA,sua5,group",0.119318182,0.119318182,0,0.090909091,0.218032787,0,0.072287138,0.61986538,0.95045045,0.617642684
"pmi,hprK,obgE,sua5,group",0.119318182,0.119318182,0,0.090909091,0.218032787,0,0.072287138,0.61986538,0.935435435,0.617587588
"phoA,hprK,fmt,thiM,group",0.119318182,0.119318182,0,0.177489177,0.187978142,0,0.015789253,0.619892936,0.938438438,0.592866234
"phoA,clpB,pbpA,cbiO_1,group",0.119318182,0.119318182,0,0.090909091,0.218032787,0,0.07234298,0.619921221,0.95045045,0.61548294
"phoA,hprK,odhB,scrB,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.101939105,0.620009149,0.957957958,0.626243092
"pmi,hprK,pbpA,rarA,group",0.119318182,0.060606061,0,0.090909091,0.246994536,0,0.102302076,0.620129945,0.957957958,0.628953791
"pmi,hprK,rarA,prfA,group",0.060606061,0.119318182,0,0.090909091,0.246994536,0,0.102302076,0.620129945,0.948948949,0.629603918
"pmi,hprK,gmk,rarA,group",0.119318182,0.060606061,0,0.090909091,0.246994536,0,0.102316036,0.620143905,0.948948949,0.628926244
"pmi,clpB,mnhD_1,obgE,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.131325823,0.620191943,0.945945946,0.640050027
"pmi,clpB,cysS,groEL,group",0.119318182,0.176136364,0,0,0.18852459,0,0.136239896,0.620219032,0.953453453,0.641961841
"pmi,clpB,abcA,ctrA,group",0,0.231060606,0,0.090909091,0.246448087,0,0.052072427,0.620490211,0.947447447,0.609918293
"phoA,clpB,rpoC,odhB,group",0,0.176136364,0,0.090909091,0.246994536,0,0.10690902,0.62094901,0.947447447,0.628540575
"pmi,hprK,scpB,mqo1,group",0.176136364,0.119318182,0,0,0.218032787,0,0.107481398,0.62096873,0.965465465,0.631636943
"pmi,hprK,groEL,drm,group",0.176136364,0.119318182,0,0,0.218032787,0,0.107509319,0.620996651,0.944444444,0.631570828
"pmi,clpB,rnc,odhB,group",0,0.176136364,0,0.090909091,0.217486339,0,0.136574947,0.62110674,0.917417417,0.64197837
"pmi,clpB,typA,odhB,group",0,0.176136364,0,0.090909091,0.217486339,0,0.136574947,0.62110674,0.917417417,0.64197837
"pmi,hprK,mntC,sua5,group",0.119318182,0.119318182,0,0.177489177,0.127868852,0,0.077368737,0.621363131,0.953453453,0.618860294
"pmi,clpB,recG,scpB,group",0.119318182,0.231060606,0,0,0.18852459,0,0.082548059,0.621451437,0.936936937,0.621042076
"pmi,clpB,scpB,secF,group",0.119318182,0.231060606,0,0,0.18852459,0,0.082548059,0.621451437,0.936936937,0.621042076
"pmi,hprK,pdhD,gatA,group",0.060606061,0.176136364,0,0.090909091,0.216393443,0,0.0774525,0.621497457,0.927927928,0.618871313
"pmi,clpB,mntB,odhB,group",0,0.176136364,0,0.090909091,0.218032787,0,0.136574947,0.621653188,0.941441441,0.642072032
"pmi,hprK,abcA,nusA,group",0.119318182,0.176136364,0,0.090909091,0.18852459,0,0.046879145,0.621767371,0.959459459,0.606832945
"phoA,clpB,fmt,tdk,group",0.060606061,0.119318182,0,0.177489177,0.217486339,0,0.046948947,0.621848705,0.915915916,0.605240685
"pmi,clpB,priA,rarA,group",0,0.176136364,0,0.090909091,0.218032787,0,0.136951878,0.62203012,0.926426426,0.642165694
"pmi,hprK,mnhD_1,coaBC,group",0.176136364,0.060606061,0,0.090909091,0.187978142,0,0.106406444,0.622036101,0.954954955,0.630154873
"phoA,clpB,birA,rarA,group",0,0.119318182,0,0.177489177,0.218032787,0,0.107285952,0.622126098,0.935435435,0.628292645
"pmi,clpB,scpB,murZ,group",0.060606061,0.231060606,0,0,0.218032787,0,0.112451313,0.622150767,0.936936937,0.633482642
"pmi,hprK,polC,sua5,group",0.176136364,0.119318182,0,0.090909091,0.158469945,0,0.077354777,0.622188358,0.935435435,0.619152301
"phoA,clpB,mnhD_1,tgt,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.106378523,0.622261889,0.95045045,0.627587423
"pmi,clpB,cysS,thiI,group",0.060606061,0.176136364,0,0.090909091,0.158469945,0,0.136239896,0.622361357,0.953453453,0.641581682
"phoA,hprK,mnhD_1,scpB,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.1062808,0.622456906,0.96996997,0.628182454
"pmi,hprK,mnhD_1,pbpA,group",0.176136364,0.060606061,0,0.090909091,0.18852459,0,0.106392484,0.622568589,0.954954955,0.630154873
"pmi,hprK,rpoC,metK,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.077033687,0.622717989,0.954954955,0.618821727
"phoA,clpB,dinG,metK,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.07714537,0.622829672,0.915915916,0.616551793
"phoA,clpB,nusA,dnaI,group",0.119318182,0.119318182,0,0.090909091,0.246448087,0,0.046865184,0.622858726,0.929429429,0.60492664
"phoA,clpB,fmt,secF,group",0.119318182,0.119318182,0,0.090909091,0.246448087,0,0.046948947,0.622942489,0.915915916,0.604910112
"pmi,hprK,fmt,alaS,group",0.119318182,0.119318182,0,0.090909091,0.246448087,0,0.046976868,0.62297041,0.929429429,0.607180047
"phoA,clpB,priA,sua5,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.077354777,0.623039079,0.933933934,0.617405773
"pmi,hprK,odhB,prfA,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.10692298,0.623099086,0.932432432,0.630942739
"phoA,clpB,fmt,murZ,group",0.060606061,0.119318182,0,0.090909091,0.274863388,0,0.077438539,0.62313526,0.915915916,0.617774913
"phoA,clpB,mnh_A1,sua5,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.077354777,0.623292787,0.959459459,0.617141314
"pmi,clpB,mnh_A1,groEL,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.077620025,0.623304327,0.951951952,0.619042109
"pmi,clpB,qoxB,scpB,group",0.119318182,0.176136364,0,0,0.245355191,0,0.082548059,0.623357796,0.936936937,0.621455293
"pmi,clpB,scpB,murC,group",0.119318182,0.176136364,0,0,0.245355191,0,0.082548059,0.623357796,0.936936937,0.621455293
"pmi,clpB,fhuA_2~~~fhuA_1,scpB,group",0.119318182,0.176136364,0,0,0.245355191,0,0.082562019,0.623371756,0.957957958,0.621537936
"pmi,hprK,qoxA,cbiO_1,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.077438539,0.623376549,0.93993994,0.61927902
"pmi,clpB,pdhD,aroA,group",0,0.176136364,0,0.090909091,0.273770492,0,0.082562019,0.623377966,0.924924925,0.621256949
"pmi,clpB,pdhD,obgE,group",0,0.176136364,0,0.090909091,0.273770492,0,0.082562019,0.623377966,0.906906907,0.621190834
"phoA,hprK,mnhD_1,thiM,group",0.176136364,0.060606061,0,0.177489177,0.127868852,0,0.08129162,0.623392074,0.956456456,0.618237715
"pmi,clpB,polC,metK,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.107299912,0.623476017,0.905405405,0.630287103
"pmi,clpB,purL,metK,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.107299912,0.623476017,0.905405405,0.630287103
"phoA,clpB,fmt,dinG,group",0.119318182,0.119318182,0,0.090909091,0.246994536,0,0.046948947,0.623488937,0.915915916,0.604915621
"pmi,clpB,scpB,tdk,group",0.060606061,0.231060606,0,0.090909091,0.158469945,0,0.082548059,0.623593762,0.936936937,0.621196344
"pmi,clpB,nusA,thiI,group",0.060606061,0.231060606,0,0.090909091,0.158469945,0,0.082603901,0.623649603,0.93993994,0.620524179
"phoA,clpB,mnhD_1,ctrA,group",0.060606061,0.119318182,0,0.090909091,0.246448087,0,0.106378523,0.623659944,0.951951952,0.629075002
"phoA,clpB,mfd,cbiO_1,group",0.060606061,0.119318182,0,0.090909091,0.275409836,0,0.077424579,0.623667748,0.962462462,0.617945709
"phoA,clpB,aroA,cbiO_1,group",0.060606061,0.119318182,0,0.090909091,0.275409836,0,0.077424579,0.623667748,0.938438438,0.617857556
"pmi,hprK,qoxA,rarA,group",0.060606061,0.060606061,0,0.177489177,0.218032787,0,0.107299912,0.624033998,0.948948949,0.630518504
"pmi,clpB,mnhD_1,pnpA,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.13604445,0.62405985,0.948948949,0.641515567
"pmi,clpB,mnhD_1,pycA,group",0.119318182,0.119318182,0,0.090909091,0.158469945,0,0.13604445,0.62405985,0.944444444,0.641499039
"pmi,clpB,abcA,tdk,group",0,0.231060606,0,0.177489177,0.158469945,0,0.057209867,0.624229596,0.947447447,0.611168961
"pmi,clpB,birA,tgt,group",0,0.231060606,0,0.177489177,0.158469945,0,0.057209867,0.624229596,0.906906907,0.610292943
"pmi,hprK,mnhD_1,prfA,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.106392484,0.624462528,0.95045045,0.630805
"pmi,hprK,gmk,metK,group",0.119318182,0.119318182,0,0.090909091,0.218032787,0,0.077047647,0.624625888,0.927927928,0.618755613
"pmi,hprK,cysS,birA,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.10658793,0.624657975,0.960960961,0.630237517
"phoA,clpB,pbpA,odhB,group",0.060606061,0.119318182,0,0.090909091,0.246994536,0,0.10690902,0.624736889,0.938438438,0.628535066
"pmi,hprK,mfd,odhB,group",0.060606061,0.119318182,0,0.090909091,0.246994536,0,0.106936941,0.62476481,0.954954955,0.630749905
"pmi,clpB,pitA,thiM,group",0.060606061,0.176136364,0,0.177489177,0.158469945,0,0.052086387,0.624787934,0.930930931,0.60910288
"pmi,hprK,murD,odhB,group",0.060606061,0.119318182,0,0.090909091,0.217486339,0,0.136574947,0.624894619,0.938438438,0.642088561
"phoA,clpB,purL,sua5,group",0.119318182,0.119318182,0,0.090909091,0.218032787,0,0.077340816,0.624919058,0.932432432,0.617394754
"pmi,hprK,pdhD,prfA,group",0.060606061,0.176136364,0,0.090909091,0.245355191,0,0.051988664,0.624995371,0.929429429,0.609824631
"phoA,clpB,pnpA,cbiO_1,group",0.119318182,0.119318182,0,0.090909091,0.218032787,0,0.077424579,0.62500282,0.942942943,0.617466378
"phoA,clpB,pycA,cbiO_1,group",0.119318182,0.119318182,0,0.090909091,0.218032787,0,0.077424579,0.62500282,0.929429429,0.617416792
"phoA,clpB,secF,cbiO_1,group",0.119318182,0.119318182,0,0.090909091,0.218032787,0,0.077424579,0.62500282,0.938438438,0.617449849
"phoA,clpB,rarA,drm,group",0.060606061,0.119318182,0,0.090909091,0.18852459,0,0.16582206,0.625179984,0.942942943,0.651983714
"phoA,clpB,pdhD,ctrA,group",0,0.176136364,0,0.090909091,0.301092896,0,0.057098184,0.625236534,0.915915916,0.609984408
"phoA,hprK,odhB,mqo1,group",0.119318182,0.060606061,0,0.090909091,0.218032787,0,0.136407421,0.625273542,0.936936937,0.640612001
"phoA,clpB,cysS,sua5,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.107258031,0.625328075,0.963963964,0.629052963
"pmi,hprK,recG,rarA,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.107299912,0.625369957,0.948948949,0.630474427
"pmi,hprK,cysS,drm,group",0.176136364,0.119318182,0,0,0.18852459,0,0.141600704,0.625579839,0.954954955,0.644766202
"pmi,clpB,birA,ctrA,group",0,0.231060606,0,0.090909091,0.246448087,0,0.057209867,0.625627652,0.906906907,0.61179705
"pmi,hprK,pitA,pdhD,group",0.060606061,0.119318182,0,0.177489177,0.216393443,0,0.051988664,0.625795527,0.945945946,0.608832912
"pmi,clpB,polC,rarA,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.136937918,0.625804038,0.926426426,0.642193242
"pmi,clpB,purL,rarA,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.136937918,0.625804038,0.926426426,0.642193242
"pmi,clpB,dinG,mqo1,group",0.119318182,0.176136364,0,0,0.218032787,0,0.112562996,0.626050329,0.942942943,0.633559776
"pmi,clpB,dnaI,prfA,group",0.060606061,0.176136364,0,0.090909091,0.246448087,0,0.052072427,0.626172029,0.908408408,0.609791574
"pmi,clpB,rpoC,birA,group",0,0.231060606,0,0.090909091,0.246994536,0,0.057209867,0.6261741,0.945945946,0.611218547
"phoA,clpB,odhB,murZ,group",0,0.176136364,0,0.090909091,0.218032787,0,0.141293574,0.626371815,0.926426426,0.642507286
"pmi,clpB,coaBC,thiM,group",0.119318182,0.176136364,0,0.090909091,0.187978142,0,0.052086387,0.626428166,0.906906907,0.609372848
"pmi,clpB,nusA,groEL,group",0.119318182,0.231060606,0,0,0.18852459,0,0.087657578,0.626560956,0.93993994,0.622898795
"pmi,clpB,scrB,sua5,group",0.119318182,0.176136364,0,0.090909091,0.127868852,0,0.112493194,0.626725683,0.951951952,0.63277191
"phoA,clpB,pitA,odhB,group",0,0.119318182,0,0.177489177,0.218032787,0,0.111892896,0.626733042,0.944444444,0.630149364
"phoA,clpB,qoxA,odhB,group",0,0.119318182,0,0.177489177,0.218032787,0,0.111892896,0.626733042,0.917417417,0.630050192
"phoA,clpB,scpB,thiM,group",0.119318182,0.176136364,0,0.090909091,0.18852459,0,0.051960743,0.62684897,0.945945946,0.607273709
"pmi,hprK,scpB,tgt,group",0.119318182,0.176136364,0,0.090909091,0.18852459,0,0.051974704,0.62686293,0.954954955,0.608998198
"pmi,clpB,pbpA,thiM,group",0.119318182,0.176136364,0,0.090909091,0.18852459,0,0.052072427,0.626960653,0.921921922,0.609427943
"pmi,clpB,gmk,thiM,group",0.119318182,0.176136364,0,0.090909091,0.18852459,0,0.052086387,0.626974614,0.906906907,0.609378357
"pmi,clpB,pitA,dnaI,group",0.060606061,0.119318182,0,0.177489177,0.217486339,0,0.052086387,0.626986146,0.932432432,0.608832912
"phoA,clpB,fmt,thiI,group",0.060606061,0.119318182,0,0.177489177,0.217486339,0,0.052100348,0.627000106,0.933933934,0.606640111
"phoA,clpB,fhuA_2~~~fhuA_1,cbiO_1,group",0.060606061,0.119318182,0,0.090909091,0.273770492,0,0.082492217,0.627096042,0.966966967,0.619951185
"phoA,clpB,pdhD,tgt,group",0,0.176136364,0,0.177489177,0.216393443,0,0.057098184,0.627117167,0.914414414,0.608507848
"pmi,clpB,rpoC,drm,group",0.060606061,0.231060606,0,0,0.218032787,0,0.117421228,0.627120682,0.947447447,0.635482609
"phoA,clpB,mnhD_1,tdk,group",0.060606061,0.119318182,0,0.177489177,0.158469945,0,0.111362399,0.627245764,0.951951952,0.630270574
"pmi,hprK,mnhD_1,qoxA,group",0.119318182,0.060606061,0,0.177489177,0.158469945,0,0.111376359,0.627259725,0.954954955,0.631741624
"phoA,hprK,birA,cbiO_1,group",0.060606061,0.119318182,0,0.177489177,0.218032787,0,0.051918862,0.627365069,0.957957958,0.607367371
"pmi,clpB,coaBC,dnaI,group",0.119318182,0.119318182,0,0.090909091,0.245901639,0,0.052086387,0.627533481,0.908408408,0.609113899
"pmi,clpB,abcA,murZ,group",0,0.231060606,0,0.090909091,0.218032787,0,0.087531934,0.627534418,0.947447447,0.623626056
"phoA,clpB,mnhD_1,qoxB,group",0.119318182,0.060606061,0,0.090909091,0.245355191,0,0.111362399,0.627550924,0.95045045,0.630342198
"phoA,clpB,mnhD_1,murC,group",0.119318182,0.060606061,0,0.090909091,0.245355191,0,0.111362399,0.627550924,0.951951952,0.630347708
"phoA,hprK,abcA,odhB,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.081822116,0.627760126,0.962462462,0.618039371
"phoA,hprK,odhB,tgt,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.081822116,0.627760126,0.947447447,0.618160581
"pmi,clpB,tgt,drm,group",0.060606061,0.231060606,0,0.090909091,0.127868852,0,0.117421228,0.627865838,0.932432432,0.634634138
"pmi,hprK,qoxB,metK,group",0.119318182,0.119318182,0,0.090909091,0.216393443,0,0.082101325,0.628040222,0.927927928,0.620733542
"pmi,clpB,pbpA,dnaI,group",0.119318182,0.119318182,0,0.090909091,0.246448087,0,0.052072427,0.628065969,0.923423423,0.609168994
"pmi,clpB,gmk,dnaI,group",0.119318182,0.119318182,0,0.090909091,0.246448087,0,0.052086387,0.628079929,0.908408408,0.609119408
"pmi,hprK,fhuA_2~~~fhuA_1,odhB,group",0.060606061,0.119318182,0,0.090909091,0.245355191,0,0.111920816,0.628109341,0.960960961,0.632722324
"pmi,clpB,mntC,pdhD,group",0,0.176136364,0,0.177489177,0.186885246,0,0.087615697,0.628126484,0.944444444,0.622557203
"phoA,clpB,dnaI,mqo1,group",0.119318182,0.060606061,0,0.090909091,0.274863388,0,0.082478257,0.628174978,0.948948949,0.619885071
"pmi,hprK,priA,cbiO_1,group",0.060606061,0.176136364,0,0.090909091,0.218032787,0,0.082506177,0.62819048,0.945945946,0.621653637
"pmi,clpB,abcA,secF,group",0.060606061,0.231060606,0,0.090909091,0.18852459,0,0.057209867,0.628310215,0.947447447,0.610832879
"pmi,clpB,dinG,thiM,group",0.060606061,0.231060606,0,0.090909091,0.18852459,0,0.057209867,0.628310215,0.906906907,0.611389343
"phoA,clpB,mntC,cbiO_1,group",0.060606061,0.119318182,0,0.177489177,0.18852459,0,0.082492217,0.628430227,0.962462462,0.619185358
"phoA,clpB,mnhD_1,coaBC,group",0.119318182,0.060606061,0,0.090909091,0.246448087,0,0.111362399,0.62864382,0.95045045,0.630353217
"pmi,clpB,ctaA,cbiO_1,group",0.060606061,0.176136364,0,0.090909091,0.18852459,0,0.112576957,0.628753062,0.92042042,0.633130031
"pmi,hprK,abcA,tgt,group",0.060606061,0.176136364,0,0.177489177,0.18852459,0,0.026217699,0.628973891,0.956456456,0.598585147
"pmi,clpB,birA,tdk,group",0,0.231060606,0,0.177489177,0.158469945,0,0.062333347,0.629353076,0.906906907,0.613042209
"phoA,clpB,mnhD_1,recG,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.111362399,0.629432444,0.95045045,0.629945511
"phoA,clpB,mnhD_1,secF,group",0.119318182,0.119318182,0,0.090909091,0.18852459,0,0.111362399,0.629432444,0.951951952,0.62995102
"phoA,clpB,mnhD_1,murZ,group",0.060606061,0.119318182,0,0.090909091,0.218032787,0,0.140763077,0.629629198,0.951951952,0.642397095
"phoA,clpB,gmk,odhB,group",0.060606061,0.119318182,0,0.090909091,0.246994536,0,0.111892896,0.629720764,0.917417417,0.630430351
"pmi,hprK,odhB,obgE,group",0.060606061,0.119318182,0,0.090909091,0.246994536,0,0.111906856,0.629734725,0.938438438,0.6326507
